,p_uf,p_pu,p_up,p_fl,p_lu,g,ratio,N,size,Run,followers,leaders,pheromone,unassigned
149,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,0,0,0,0,10
178,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,1,5,4,0,1
17,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,2,2,5,0,3
45,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,3,0,0,0,10
76,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,4,5,4,0,1
106,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,5,2,8,0,0
132,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,6,3,4,0,3
158,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,7,0,0,0,10
120,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,8,3,1,0,6
135,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,10,11.4958368,9,1,8,0,1
57,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,10,4,11,0,5
89,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,11,10,9,0,1
33,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,12,4,9,0,7
64,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,13,4,7,0,9
168,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,14,9,7,0,4
9,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,15,5,7,0,8
22,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,16,6,11,0,3
129,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,17,3,13,0,4
159,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,18,6,10,0,4
38,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,20,11.4958368,19,9,8,0,3
0,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,20,0,0,0,30
56,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,21,11,13,0,6
142,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,22,15,9,0,6
116,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,23,10,14,0,6
108,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,24,7,13,0,10
11,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,25,10,15,0,5
35,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,26,6,18,0,6
31,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,27,10,12,0,8
62,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,28,7,5,0,18
170,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,30,11.4958368,29,0,0,0,30
115,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,30,20,15,0,5
13,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,31,0,0,0,40
127,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,32,8,13,0,19
153,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,33,18,14,0,8
71,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,34,17,8,0,15
101,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,35,14,13,0,13
14,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,36,11,8,0,21
41,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,37,16,16,0,8
145,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,38,21,8,0,11
173,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,40,11.4958368,39,10,11,0,19
139,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,40,19,25,0,6
165,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,41,18,23,0,9
5,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,42,17,17,0,16
30,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,43,24,20,0,6
60,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,44,24,10,0,16
162,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,45,21,11,0,18
119,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,46,16,14,0,20
143,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,47,19,24,0,7
97,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,48,0,0,0,50
10,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,50,11.4958368,49,17,16,0,17
40,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,60,11.4958368,50,25,13,0,22
70,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,60,11.4958368,51,20,17,0,23
18,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,60,11.4958368,52,15,21,0,24
46,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,60,11.4958368,53,19,21,0,20
152,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,60,11.4958368,54,20,19,0,21
180,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,60,11.4958368,55,25,14,0,21
133,0.560426548,0.486656242,0.523613688,0.544587569,0.08,0.274353174,0.517588437,60,11.4958368,56,21,25,0,14
