,p_uf,p_pu,p_up,p_fl,p_lu,g,ratio,N,size,Run,followers,leaders,pheromone,unassigned
484,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,0,0,0,0,100
207,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,1,0,0,0,100
8,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,2,0,0,0,100
259,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,3,0,0,0,100
230,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,4,0,0,0,100
262,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,5,0,0,0,100
162,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,6,0,0,0,100
197,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,7,0,0,0,100
283,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,8,0,0,0,100
321,0.560426548,0.486656242,0.523613688,0.0,0.08,0.274353174,0.517588437,100,11.4958368,9,0,0,0,100
201,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,10,0,0,0,100
233,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,11,0,0,0,100
415,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,12,0,0,0,100
453,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,13,0,0,0,100
342,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,14,0,0,0,100
379,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,15,0,0,0,100
391,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,16,0,0,0,100
426,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,17,0,0,0,100
311,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,18,0,0,0,100
354,0.560426548,0.486656242,0.523613688,0.02040816326530612,0.08,0.274353174,0.517588437,100,11.4958368,19,0,0,0,100
111,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,20,0,0,0,100
407,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,21,0,0,0,100
27,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,22,0,0,0,100
68,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,23,0,0,0,100
173,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,24,0,0,0,100
109,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,25,0,0,0,100
100,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,26,0,0,0,100
252,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,27,0,0,0,100
305,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,28,0,0,0,100
75,0.560426548,0.486656242,0.523613688,0.04081632653061224,0.08,0.274353174,0.517588437,100,11.4958368,29,0,0,0,100
287,0.560426548,0.486656242,0.523613688,0.061224489795918366,0.08,0.274353174,0.517588437,100,11.4958368,30,0,0,0,100
324,0.560426548,0.486656242,0.523613688,0.061224489795918366,0.08,0.274353174,0.517588437,100,11.4958368,31,0,0,0,100
424,0.560426548,0.486656242,0.523613688,0.061224489795918366,0.08,0.274353174,0.517588437,100,11.4958368,32,0,0,0,100
462,0.560426548,0.486656242,0.523613688,0.061224489795918366,0.08,0.274353174,0.517588437,100,11.4958368,33,0,0,0,100
353,0.560426548,0.486656242,0.523613688,0.061224489795918366,0.08,0.274353174,0.517588437,100,11.4958368,34,0,0,0,100
