,p_uf,p_pu,p_up,p_fl,p_lu,g,ratio,N,size,Run,followers,leaders,pheromone,unassigned
450,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,0,46,23,0,31
490,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,1,38,34,0,28
368,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,2,35,26,0,39
410,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,3,38,26,0,36
88,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,4,41,35,0,24
127,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,5,31,23,0,46
30,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,6,38,34,0,28
60,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,7,35,26,0,39
151,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,8,32,21,0,47
186,0.560426548,0.486656242,0.0,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,9,32,26,0,42
170,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,10,38,22,0,40
205,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,11,40,24,0,36
386,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,12,40,32,0,28
429,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,13,33,31,0,36
313,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,14,43,26,0,31
346,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,15,52,28,0,20
358,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,16,38,28,0,34
400,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,17,37,40,0,23
289,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,18,28,16,0,56
325,0.560426548,0.486656242,0.02040816326530612,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,19,33,30,0,37
7,0.560426548,0.486656242,0.04081632653061224,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,20,35,22,0,43
262,0.560426548,0.486656242,0.04081632653061224,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,21,23,22,0,55
94,0.560426548,0.486656242,0.04081632653061224,0.544587569,0.08,0.274353174,0.517588437,100,11.4958368,22,37,24,0,39
