,p_uf,p_pu,p_up,p_fl,p_lu,g,ratio,N,size,Run,followers,leaders,pheromone,unassigned
342,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,0,0,0,100,0
373,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,1,0,0,100,0
270,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,2,0,0,0,100
309,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,3,0,0,0,100
490,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,4,0,0,0,100
28,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,5,0,0,0,100
411,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,6,0,0,0,100
451,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,7,0,0,0,100
53,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,8,0,0,0,100
95,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.0,0.517588437,100,11.4958368,9,0,0,0,100
354,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,10,0,0,0,100
391,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,11,0,0,100,0
286,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,12,0,0,100,0
323,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,13,0,0,0,100
217,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,14,0,0,0,100
251,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,15,0,0,100,0
146,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,16,0,0,0,100
182,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,17,0,0,0,100
68,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,18,0,0,100,0
107,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.01020408163265306,0.517588437,100,11.4958368,19,0,0,90,10
166,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.02040816326530612,0.517588437,100,11.4958368,20,0,0,100,0
200,0.560426548,0.486656242,0.523613688,0.544587569,0.15,0.02040816326530612,0.517588437,100,11.4958368,21,0,0,0,100
