,p_uf,p_pu,p_up,p_fl,p_lu,g,ratio,N,size,Run,followers,leaders,pheromone,unassigned
258,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,0,3,97,0,0
295,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,1,2,98,0,0
70,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,2,4,96,0,0
481,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,3,4,96,0,0
395,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,4,4,96,0,0
429,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,5,4,96,0,0
327,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,6,1,99,0,0
362,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,7,1,99,0,0
457,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,8,4,96,0,0
86,0.560426548,0.486656242,0.523613688,0.544587569,0.0,0.274353174,0.517588437,100,11.4958368,9,9,91,0,0
358,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,10,45,50,0,5
391,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,11,40,52,0,8
75,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,12,41,49,0,10
109,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,13,38,51,0,11
1,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,14,45,53,0,2
39,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,15,44,37,0,19
224,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,16,50,41,0,9
269,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,17,45,51,0,4
145,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,18,39,55,0,6
122,0.560426548,0.486656242,0.523613688,0.544587569,0.02040816326530612,0.274353174,0.517588437,100,11.4958368,19,41,55,0,4
243,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,20,44,44,0,12
287,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,21,42,38,0,20
165,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,22,44,29,0,27
203,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,23,54,35,0,11
308,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,24,47,37,0,16
341,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,25,46,32,0,22
230,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,26,43,32,0,25
274,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,27,44,40,0,16
442,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,28,43,36,0,21
483,0.560426548,0.486656242,0.523613688,0.544587569,0.04081632653061224,0.274353174,0.517588437,100,11.4958368,29,45,34,0,21
143,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,30,48,33,0,19
111,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,31,45,30,0,25
467,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,32,40,26,0,34
158,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,33,38,36,0,26
325,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,34,43,33,0,24
87,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,35,40,28,0,32
135,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,36,41,35,0,24
361,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,37,45,19,0,36
199,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,38,44,25,0,31
420,0.560426548,0.486656242,0.523613688,0.544587569,0.061224489795918366,0.274353174,0.517588437,100,11.4958368,39,40,39,0,21
366,0.560426548,0.486656242,0.523613688,0.544587569,0.08163265306122448,0.274353174,0.517588437,100,11.4958368,40,43,23,0,34
409,0.560426548,0.486656242,0.523613688,0.544587569,0.08163265306122448,0.274353174,0.517588437,100,11.4958368,41,43,17,0,40
259,0.560426548,0.486656242,0.523613688,0.544587569,0.08163265306122448,0.274353174,0.517588437,100,11.4958368,42,40,22,0,38
74,0.560426548,0.486656242,0.523613688,0.544587569,0.08163265306122448,0.274353174,0.517588437,100,11.4958368,43,42,21,0,37
7,0.560426548,0.486656242,0.523613688,0.544587569,0.08163265306122448,0.274353174,0.517588437,100,11.4958368,44,46,21,0,33
