;p_uf;p_pu;p_up;p_fl;p_lu;Run;followers;leaders;pheromone;unassigned
0;0.2197265625;0.0966796875;0.5185546875;0.6767578125;0.2802734375;0;0;0;53;57
1;0.9072265625;0.0966796875;0.5185546875;0.6767578125;0.2802734375;1;0;0;50;60
2;0.2197265625;0.0458984375;0.5185546875;0.6767578125;0.2802734375;2;0;0;80;30
3;0.2197265625;0.0966796875;0.8994140625;0.6767578125;0.2802734375;3;0;0;73;37
4;0.2197265625;0.0966796875;0.5185546875;0.5009765625;0.2802734375;4;0;0;62;48
5;0.2197265625;0.0966796875;0.5185546875;0.6767578125;0.0693359375;5;7;53;0;50
6;0.2197265625;0.0458984375;0.8994140625;0.5009765625;0.0693359375;6;0;0;95;15
7;0.9072265625;0.0966796875;0.8994140625;0.5009765625;0.0693359375;7;14;75;0;21
8;0.9072265625;0.0458984375;0.5185546875;0.5009765625;0.0693359375;8;10;90;0;10
9;0.9072265625;0.0458984375;0.8994140625;0.6767578125;0.0693359375;9;9;86;0;15
10;0.9072265625;0.0458984375;0.8994140625;0.5009765625;0.2802734375;10;0;0;95;15
11;0.9072265625;0.0458984375;0.8994140625;0.5009765625;0.0693359375;11;10;91;0;9
12;0.7197265625;0.5966796875;0.0185546875;0.1767578125;0.7802734375;12;0;0;0;110
13;0.4072265625;0.5966796875;0.0185546875;0.1767578125;0.7802734375;13;0;0;0;110
14;0.7197265625;0.5458984375;0.0185546875;0.1767578125;0.7802734375;14;0;0;0;110
15;0.7197265625;0.5966796875;0.3994140625;0.1767578125;0.7802734375;15;0;0;0;110
16;0.7197265625;0.5966796875;0.0185546875;0.0009765625;0.7802734375;16;0;0;0;110
17;0.7197265625;0.5966796875;0.0185546875;0.1767578125;0.5693359375;17;0;0;0;110
18;0.7197265625;0.5458984375;0.3994140625;0.0009765625;0.5693359375;18;0;0;0;110
19;0.4072265625;0.5966796875;0.3994140625;0.0009765625;0.5693359375;19;0;0;0;110
20;0.4072265625;0.5458984375;0.0185546875;0.0009765625;0.5693359375;20;0;0;0;110
21;0.4072265625;0.5458984375;0.3994140625;0.1767578125;0.5693359375;21;0;0;0;110
22;0.4072265625;0.5458984375;0.3994140625;0.0009765625;0.7802734375;22;0;0;0;110
23;0.4072265625;0.5458984375;0.3994140625;0.0009765625;0.5693359375;23;0;0;0;110
24;0.9697265625;0.3466796875;0.7685546875;0.9267578125;0.5302734375;24;0;0;0;110
25;0.1572265625;0.3466796875;0.7685546875;0.9267578125;0.5302734375;25;0;0;0;110
26;0.9697265625;0.2958984375;0.7685546875;0.9267578125;0.5302734375;26;0;0;0;110
27;0.9697265625;0.3466796875;0.1494140625;0.9267578125;0.5302734375;27;0;0;0;110
28;0.9697265625;0.3466796875;0.7685546875;0.2509765625;0.5302734375;28;0;0;0;110
29;0.9697265625;0.3466796875;0.7685546875;0.9267578125;0.8193359375;29;0;0;0;110
30;0.9697265625;0.2958984375;0.1494140625;0.2509765625;0.8193359375;30;0;0;0;110
31;0.1572265625;0.3466796875;0.1494140625;0.2509765625;0.8193359375;31;0;0;0;110
32;0.1572265625;0.2958984375;0.7685546875;0.2509765625;0.8193359375;32;0;0;0;110
33;0.1572265625;0.2958984375;0.1494140625;0.9267578125;0.8193359375;33;0;0;0;110
34;0.1572265625;0.2958984375;0.1494140625;0.2509765625;0.5302734375;34;0;0;0;110
35;0.1572265625;0.2958984375;0.1494140625;0.2509765625;0.8193359375;35;0;0;0;110
36;0.4697265625;0.8466796875;0.2685546875;0.4267578125;0.0302734375;36;7;93;0;10
37;0.6572265625;0.8466796875;0.2685546875;0.4267578125;0.0302734375;37;8;100;0;2
38;0.4697265625;0.7958984375;0.2685546875;0.4267578125;0.0302734375;38;8;93;0;9
39;0.4697265625;0.8466796875;0.6494140625;0.4267578125;0.0302734375;39;10;88;0;12
40;0.4697265625;0.8466796875;0.2685546875;0.7509765625;0.0302734375;40;2;99;0;9
41;0.4697265625;0.8466796875;0.2685546875;0.4267578125;0.3193359375;41;0;0;0;110
42;0.4697265625;0.7958984375;0.6494140625;0.7509765625;0.3193359375;42;0;0;0;110
43;0.6572265625;0.8466796875;0.6494140625;0.7509765625;0.3193359375;43;0;0;0;110
44;0.6572265625;0.7958984375;0.2685546875;0.7509765625;0.3193359375;44;0;0;0;110
45;0.6572265625;0.7958984375;0.6494140625;0.4267578125;0.3193359375;45;0;0;0;110
46;0.6572265625;0.7958984375;0.6494140625;0.7509765625;0.0302734375;46;5;101;0;4
47;0.6572265625;0.7958984375;0.6494140625;0.7509765625;0.3193359375;47;0;0;0;110
48;0.3447265625;0.4716796875;0.1435546875;0.3017578125;0.1552734375;48;0;0;0;110
49;0.7822265625;0.4716796875;0.1435546875;0.3017578125;0.1552734375;49;20;45;0;45
50;0.3447265625;0.4208984375;0.1435546875;0.3017578125;0.1552734375;50;0;0;0;110
51;0.3447265625;0.4716796875;0.0244140625;0.3017578125;0.1552734375;51;0;0;0;110
52;0.3447265625;0.4716796875;0.1435546875;0.3759765625;0.1552734375;52;0;0;0;110
53;0.3447265625;0.4716796875;0.1435546875;0.3017578125;0.6943359375;53;0;0;0;110
54;0.3447265625;0.4208984375;0.0244140625;0.3759765625;0.6943359375;54;0;0;0;110
55;0.7822265625;0.4716796875;0.0244140625;0.3759765625;0.6943359375;55;0;0;0;110
56;0.7822265625;0.4208984375;0.1435546875;0.3759765625;0.6943359375;56;0;0;0;110
57;0.7822265625;0.4208984375;0.0244140625;0.3017578125;0.6943359375;57;0;0;0;110
58;0.7822265625;0.4208984375;0.0244140625;0.3759765625;0.1552734375;58;23;57;0;30
59;0.7822265625;0.4208984375;0.0244140625;0.3759765625;0.6943359375;59;0;0;0;110
60;0.8447265625;0.9716796875;0.6435546875;0.8017578125;0.6552734375;60;0;0;0;110
61;0.2822265625;0.9716796875;0.6435546875;0.8017578125;0.6552734375;61;0;0;0;110
62;0.8447265625;0.9208984375;0.6435546875;0.8017578125;0.6552734375;62;0;0;0;110
63;0.8447265625;0.9716796875;0.5244140625;0.8017578125;0.6552734375;63;0;0;0;110
64;0.8447265625;0.9716796875;0.6435546875;0.8759765625;0.6552734375;64;0;0;0;110
65;0.8447265625;0.9716796875;0.6435546875;0.8017578125;0.1943359375;65;10;48;0;52
66;0.8447265625;0.9208984375;0.5244140625;0.8759765625;0.1943359375;66;12;50;0;48
67;0.2822265625;0.9716796875;0.5244140625;0.8759765625;0.1943359375;67;0;0;0;110
68;0.2822265625;0.9208984375;0.6435546875;0.8759765625;0.1943359375;68;0;0;0;110
69;0.2822265625;0.9208984375;0.5244140625;0.8017578125;0.1943359375;69;0;0;0;110
70;0.2822265625;0.9208984375;0.5244140625;0.8759765625;0.6552734375;70;0;0;0;110
71;0.2822265625;0.9208984375;0.5244140625;0.8759765625;0.1943359375;71;0;0;0;110
72;0.5947265625;0.2216796875;0.3935546875;0.0517578125;0.9052734375;72;0;0;0;110
73;0.0322265625;0.2216796875;0.3935546875;0.0517578125;0.9052734375;73;0;0;0;110
74;0.5947265625;0.1708984375;0.3935546875;0.0517578125;0.9052734375;74;0;0;0;110
75;0.5947265625;0.2216796875;0.7744140625;0.0517578125;0.9052734375;75;0;0;0;110
76;0.5947265625;0.2216796875;0.3935546875;0.6259765625;0.9052734375;76;0;0;0;110
77;0.5947265625;0.2216796875;0.3935546875;0.0517578125;0.4443359375;77;0;0;0;110
78;0.5947265625;0.1708984375;0.7744140625;0.6259765625;0.4443359375;78;0;0;50;60
79;0.0322265625;0.2216796875;0.7744140625;0.6259765625;0.4443359375;79;0;0;0;110
80;0.0322265625;0.1708984375;0.3935546875;0.6259765625;0.4443359375;80;0;0;0;110
81;0.0322265625;0.1708984375;0.7744140625;0.0517578125;0.4443359375;81;0;0;23;87
82;0.0322265625;0.1708984375;0.7744140625;0.6259765625;0.9052734375;82;0;0;39;71
83;0.0322265625;0.1708984375;0.7744140625;0.6259765625;0.4443359375;83;0;0;0;110
84;0.0947265625;0.7216796875;0.8935546875;0.5517578125;0.4052734375;84;0;0;0;110
85;0.5322265625;0.7216796875;0.8935546875;0.5517578125;0.4052734375;85;0;0;0;110
86;0.0947265625;0.6708984375;0.8935546875;0.5517578125;0.4052734375;86;0;0;0;110
87;0.0947265625;0.7216796875;0.2744140625;0.5517578125;0.4052734375;87;0;0;0;110
88;0.0947265625;0.7216796875;0.8935546875;0.1259765625;0.4052734375;88;0;0;0;110
89;0.0947265625;0.7216796875;0.8935546875;0.5517578125;0.9443359375;89;0;0;0;110
90;0.0947265625;0.6708984375;0.2744140625;0.1259765625;0.9443359375;90;0;0;0;110
91;0.5322265625;0.7216796875;0.2744140625;0.1259765625;0.9443359375;91;0;0;0;110
92;0.5322265625;0.6708984375;0.8935546875;0.1259765625;0.9443359375;92;0;0;0;110
93;0.5322265625;0.6708984375;0.2744140625;0.5517578125;0.9443359375;93;0;0;0;110
94;0.5322265625;0.6708984375;0.2744140625;0.1259765625;0.4052734375;94;0;0;0;110
95;0.5322265625;0.6708984375;0.2744140625;0.1259765625;0.9443359375;95;0;0;0;110
96;0.0634765625;0.1904296875;0.0498046875;0.4580078125;0.6240234375;96;0;0;0;110
97;0.2509765625;0.1904296875;0.0498046875;0.4580078125;0.6240234375;97;0;0;0;110
98;0.0634765625;0.9521484375;0.0498046875;0.4580078125;0.6240234375;98;0;0;0;110
99;0.0634765625;0.1904296875;0.8056640625;0.4580078125;0.6240234375;99;0;0;35;75
100;0.0634765625;0.1904296875;0.0498046875;0.0322265625;0.6240234375;100;0;0;0;110
101;0.0634765625;0.1904296875;0.0498046875;0.4580078125;0.4130859375;101;0;0;0;110
102;0.0634765625;0.9521484375;0.8056640625;0.0322265625;0.4130859375;102;0;0;0;110
103;0.2509765625;0.1904296875;0.8056640625;0.0322265625;0.4130859375;103;0;0;36;74
104;0.2509765625;0.9521484375;0.0498046875;0.0322265625;0.4130859375;104;0;0;0;110
105;0.2509765625;0.9521484375;0.8056640625;0.4580078125;0.4130859375;105;0;0;0;110
106;0.2509765625;0.9521484375;0.8056640625;0.0322265625;0.6240234375;106;0;0;0;110
107;0.2509765625;0.9521484375;0.8056640625;0.0322265625;0.4130859375;107;0;0;0;110
108;0.5634765625;0.6904296875;0.5498046875;0.9580078125;0.1240234375;108;8;62;0;40
109;0.7509765625;0.6904296875;0.5498046875;0.9580078125;0.1240234375;109;9;67;0;34
110;0.5634765625;0.4521484375;0.5498046875;0.9580078125;0.1240234375;110;7;70;0;33
111;0.5634765625;0.6904296875;0.3056640625;0.9580078125;0.1240234375;111;3;61;0;46
112;0.5634765625;0.6904296875;0.5498046875;0.5322265625;0.1240234375;112;0;0;0;110
113;0.5634765625;0.6904296875;0.5498046875;0.9580078125;0.9130859375;113;0;0;0;110
114;0.5634765625;0.4521484375;0.3056640625;0.5322265625;0.9130859375;114;0;0;0;110
115;0.7509765625;0.6904296875;0.3056640625;0.5322265625;0.9130859375;115;0;0;0;110
116;0.7509765625;0.4521484375;0.5498046875;0.5322265625;0.9130859375;116;0;0;0;110
117;0.7509765625;0.4521484375;0.3056640625;0.9580078125;0.9130859375;117;0;0;0;110
118;0.7509765625;0.4521484375;0.3056640625;0.5322265625;0.1240234375;118;9;67;0;34
119;0.7509765625;0.4521484375;0.3056640625;0.5322265625;0.9130859375;119;0;0;0;110
120;0.8134765625;0.4404296875;0.2998046875;0.2080078125;0.3740234375;120;0;0;0;110
121;0.5009765625;0.4404296875;0.2998046875;0.2080078125;0.3740234375;121;0;0;0;110
122;0.8134765625;0.7021484375;0.2998046875;0.2080078125;0.3740234375;122;0;0;0;110
123;0.8134765625;0.4404296875;0.0556640625;0.2080078125;0.3740234375;123;0;0;0;110
124;0.8134765625;0.4404296875;0.2998046875;0.7822265625;0.3740234375;124;0;0;0;110
125;0.8134765625;0.4404296875;0.2998046875;0.2080078125;0.6630859375;125;0;0;0;110
126;0.8134765625;0.7021484375;0.0556640625;0.7822265625;0.6630859375;126;0;0;0;110
127;0.5009765625;0.4404296875;0.0556640625;0.7822265625;0.6630859375;127;0;0;0;110
128;0.5009765625;0.7021484375;0.2998046875;0.7822265625;0.6630859375;128;0;0;0;110
129;0.5009765625;0.7021484375;0.0556640625;0.2080078125;0.6630859375;129;0;0;0;110
130;0.5009765625;0.7021484375;0.0556640625;0.7822265625;0.3740234375;130;0;0;0;110
131;0.5009765625;0.7021484375;0.0556640625;0.7822265625;0.6630859375;131;0;0;0;110
132;0.3134765625;0.9404296875;0.7998046875;0.7080078125;0.8740234375;132;0;0;0;110
133;0.0009765625;0.9404296875;0.7998046875;0.7080078125;0.8740234375;133;0;0;0;110
134;0.3134765625;0.2021484375;0.7998046875;0.7080078125;0.8740234375;134;0;0;0;110
135;0.3134765625;0.9404296875;0.5556640625;0.7080078125;0.8740234375;135;0;0;0;110
136;0.3134765625;0.9404296875;0.7998046875;0.2822265625;0.8740234375;136;0;0;0;110
137;0.3134765625;0.9404296875;0.7998046875;0.7080078125;0.1630859375;137;0;0;0;110
138;0.3134765625;0.2021484375;0.5556640625;0.2822265625;0.1630859375;138;0;0;0;110
139;0.0009765625;0.9404296875;0.5556640625;0.2822265625;0.1630859375;139;0;0;0;110
140;0.0009765625;0.2021484375;0.7998046875;0.2822265625;0.1630859375;140;0;0;0;110
141;0.0009765625;0.2021484375;0.5556640625;0.7080078125;0.1630859375;141;0;0;0;110
142;0.0009765625;0.2021484375;0.5556640625;0.2822265625;0.8740234375;142;0;0;0;110
143;0.0009765625;0.2021484375;0.5556640625;0.2822265625;0.1630859375;143;0;0;0;110
144;0.4384765625;0.3154296875;0.6748046875;0.5830078125;0.9990234375;144;0;0;0;110
145;0.3759765625;0.3154296875;0.6748046875;0.5830078125;0.9990234375;145;0;0;0;110
146;0.4384765625;0.5771484375;0.6748046875;0.5830078125;0.9990234375;146;0;0;0;110
147;0.4384765625;0.3154296875;0.1806640625;0.5830078125;0.9990234375;147;0;0;0;110
148;0.4384765625;0.3154296875;0.6748046875;0.9072265625;0.9990234375;148;0;0;0;110
149;0.4384765625;0.3154296875;0.6748046875;0.5830078125;0.7880859375;149;0;0;0;110
150;0.4384765625;0.5771484375;0.1806640625;0.9072265625;0.7880859375;150;0;0;0;110
151;0.3759765625;0.3154296875;0.1806640625;0.9072265625;0.7880859375;151;0;0;0;110
152;0.3759765625;0.5771484375;0.6748046875;0.9072265625;0.7880859375;152;0;0;0;110
153;0.3759765625;0.5771484375;0.1806640625;0.5830078125;0.7880859375;153;0;0;0;110
154;0.3759765625;0.5771484375;0.1806640625;0.9072265625;0.9990234375;154;0;0;0;110
155;0.3759765625;0.5771484375;0.1806640625;0.9072265625;0.7880859375;155;0;0;0;110
156;0.9384765625;0.8154296875;0.1748046875;0.0830078125;0.4990234375;156;0;0;0;110
157;0.8759765625;0.8154296875;0.1748046875;0.0830078125;0.4990234375;157;0;0;0;110
158;0.9384765625;0.0771484375;0.1748046875;0.0830078125;0.4990234375;158;0;0;0;110
159;0.9384765625;0.8154296875;0.6806640625;0.0830078125;0.4990234375;159;0;0;0;110
160;0.9384765625;0.8154296875;0.1748046875;0.4072265625;0.4990234375;160;0;0;0;110
161;0.9384765625;0.8154296875;0.1748046875;0.0830078125;0.2880859375;161;0;0;0;110
162;0.9384765625;0.0771484375;0.6806640625;0.4072265625;0.2880859375;162;0;0;69;41
163;0.8759765625;0.8154296875;0.6806640625;0.4072265625;0.2880859375;163;0;0;0;110
164;0.8759765625;0.0771484375;0.1748046875;0.4072265625;0.2880859375;164;0;0;0;110
165;0.8759765625;0.0771484375;0.6806640625;0.0830078125;0.2880859375;165;0;0;72;38
166;0.8759765625;0.0771484375;0.6806640625;0.4072265625;0.4990234375;166;0;0;77;33
167;0.8759765625;0.0771484375;0.6806640625;0.4072265625;0.2880859375;167;0;0;71;39
168;0.6884765625;0.0654296875;0.9248046875;0.8330078125;0.2490234375;168;0;0;90;20
169;0.6259765625;0.0654296875;0.9248046875;0.8330078125;0.2490234375;169;0;0;85;25
170;0.6884765625;0.8271484375;0.9248046875;0.8330078125;0.2490234375;170;1;16;0;93
171;0.6884765625;0.0654296875;0.9306640625;0.8330078125;0.2490234375;171;0;0;81;29
172;0.6884765625;0.0654296875;0.9248046875;0.1572265625;0.2490234375;172;0;0;86;24
173;0.6884765625;0.0654296875;0.9248046875;0.8330078125;0.0380859375;173;3;98;0;9
174;0.6884765625;0.8271484375;0.9306640625;0.1572265625;0.0380859375;174;19;81;0;10
175;0.6259765625;0.0654296875;0.9306640625;0.1572265625;0.0380859375;175;18;84;0;8
176;0.6259765625;0.8271484375;0.9248046875;0.1572265625;0.0380859375;176;15;81;0;14
177;0.6259765625;0.8271484375;0.9306640625;0.8330078125;0.0380859375;177;0;103;0;7
178;0.6259765625;0.8271484375;0.9306640625;0.1572265625;0.2490234375;178;0;0;0;110
179;0.6259765625;0.8271484375;0.9306640625;0.1572265625;0.0380859375;179;15;86;0;9
180;0.1884765625;0.5654296875;0.4248046875;0.3330078125;0.7490234375;180;0;0;0;110
181;0.1259765625;0.5654296875;0.4248046875;0.3330078125;0.7490234375;181;0;0;0;110
182;0.1884765625;0.3271484375;0.4248046875;0.3330078125;0.7490234375;182;0;0;0;110
183;0.1884765625;0.5654296875;0.4306640625;0.3330078125;0.7490234375;183;0;0;0;110
184;0.1884765625;0.5654296875;0.4248046875;0.6572265625;0.7490234375;184;0;0;0;110
185;0.1884765625;0.5654296875;0.4248046875;0.3330078125;0.5380859375;185;0;0;0;110
186;0.1884765625;0.3271484375;0.4306640625;0.6572265625;0.5380859375;186;0;0;0;110
187;0.1259765625;0.5654296875;0.4306640625;0.6572265625;0.5380859375;187;0;0;0;110
188;0.1259765625;0.3271484375;0.4248046875;0.6572265625;0.5380859375;188;0;0;0;110
189;0.1259765625;0.3271484375;0.4306640625;0.3330078125;0.5380859375;189;0;0;0;110
190;0.1259765625;0.3271484375;0.4306640625;0.6572265625;0.7490234375;190;0;0;0;110
191;0.1259765625;0.3271484375;0.4306640625;0.6572265625;0.5380859375;191;0;0;0;110
192;0.1259765625;0.3779296875;0.9873046875;0.0205078125;0.0615234375;192;0;0;0;110
193;0.0634765625;0.3779296875;0.9873046875;0.0205078125;0.0615234375;193;0;0;0;110
194;0.1259765625;0.5146484375;0.9873046875;0.0205078125;0.0615234375;194;0;0;0;110
195;0.1259765625;0.3779296875;0.2431640625;0.0205078125;0.0615234375;195;0;0;0;110
196;0.1259765625;0.3779296875;0.9873046875;0.9697265625;0.0615234375;196;1;28;0;81
197;0.1259765625;0.3779296875;0.9873046875;0.0205078125;0.2255859375;197;0;0;0;110
198;0.1259765625;0.5146484375;0.2431640625;0.9697265625;0.2255859375;198;0;0;0;110
199;0.0634765625;0.3779296875;0.2431640625;0.9697265625;0.2255859375;199;0;0;0;110
200;0.0634765625;0.5146484375;0.9873046875;0.9697265625;0.2255859375;200;0;0;0;110
201;0.0634765625;0.5146484375;0.2431640625;0.0205078125;0.2255859375;201;0;0;0;110
202;0.0634765625;0.5146484375;0.2431640625;0.9697265625;0.0615234375;202;0;0;0;110
203;0.0634765625;0.5146484375;0.2431640625;0.9697265625;0.2255859375;203;0;0;0;110
204;0.6259765625;0.8779296875;0.4873046875;0.5205078125;0.5615234375;204;0;0;0;110
205;0.5634765625;0.8779296875;0.4873046875;0.5205078125;0.5615234375;205;0;0;0;110
206;0.6259765625;0.0146484375;0.4873046875;0.5205078125;0.5615234375;206;0;0;103;7
207;0.6259765625;0.8779296875;0.7431640625;0.5205078125;0.5615234375;207;0;0;0;110
208;0.6259765625;0.8779296875;0.4873046875;0.4697265625;0.5615234375;208;0;0;0;110
209;0.6259765625;0.8779296875;0.4873046875;0.5205078125;0.7255859375;209;0;0;0;110
210;0.6259765625;0.0146484375;0.7431640625;0.4697265625;0.7255859375;210;0;0;101;9
211;0.5634765625;0.8779296875;0.7431640625;0.4697265625;0.7255859375;211;0;0;0;110
212;0.5634765625;0.0146484375;0.4873046875;0.4697265625;0.7255859375;212;0;0;96;14
213;0.5634765625;0.0146484375;0.7431640625;0.5205078125;0.7255859375;213;0;0;105;5
214;0.5634765625;0.0146484375;0.7431640625;0.4697265625;0.5615234375;214;0;0;106;4
215;0.5634765625;0.0146484375;0.7431640625;0.4697265625;0.7255859375;215;0;0;106;4
216;0.8759765625;0.1279296875;0.7373046875;0.2705078125;0.8115234375;216;0;0;62;48
217;0.8134765625;0.1279296875;0.7373046875;0.2705078125;0.8115234375;217;0;0;63;47
218;0.8759765625;0.7646484375;0.7373046875;0.2705078125;0.8115234375;218;0;0;0;110
219;0.8759765625;0.1279296875;0.9931640625;0.2705078125;0.8115234375;219;0;0;74;36
220;0.8759765625;0.1279296875;0.7373046875;0.2197265625;0.8115234375;220;0;0;45;65
221;0.8759765625;0.1279296875;0.7373046875;0.2705078125;0.9755859375;221;0;0;57;53
222;0.8759765625;0.7646484375;0.9931640625;0.2197265625;0.9755859375;222;0;0;0;110
223;0.8134765625;0.1279296875;0.9931640625;0.2197265625;0.9755859375;223;0;0;71;39
224;0.8134765625;0.7646484375;0.7373046875;0.2197265625;0.9755859375;224;0;0;0;110
225;0.8134765625;0.7646484375;0.9931640625;0.2705078125;0.9755859375;225;0;0;0;110
226;0.8134765625;0.7646484375;0.9931640625;0.2197265625;0.8115234375;226;0;0;0;110
227;0.8134765625;0.7646484375;0.9931640625;0.2197265625;0.9755859375;227;0;0;0;110
228;0.3759765625;0.6279296875;0.2373046875;0.7705078125;0.3115234375;228;0;0;0;110
229;0.3134765625;0.6279296875;0.2373046875;0.7705078125;0.3115234375;229;0;0;0;110
230;0.3759765625;0.2646484375;0.2373046875;0.7705078125;0.3115234375;230;0;0;0;110
231;0.3759765625;0.6279296875;0.4931640625;0.7705078125;0.3115234375;231;0;0;0;110
232;0.3759765625;0.6279296875;0.2373046875;0.7197265625;0.3115234375;232;0;0;0;110
233;0.3759765625;0.6279296875;0.2373046875;0.7705078125;0.4755859375;233;0;0;0;110
234;0.3759765625;0.2646484375;0.4931640625;0.7197265625;0.4755859375;234;0;0;0;110
235;0.3134765625;0.6279296875;0.4931640625;0.7197265625;0.4755859375;235;0;0;0;110
236;0.3134765625;0.2646484375;0.2373046875;0.7197265625;0.4755859375;236;0;0;0;110
237;0.3134765625;0.2646484375;0.4931640625;0.7705078125;0.4755859375;237;0;0;0;110
238;0.3134765625;0.2646484375;0.4931640625;0.7197265625;0.3115234375;238;0;0;0;110
239;0.3134765625;0.2646484375;0.4931640625;0.7197265625;0.4755859375;239;0;0;0;110
240;0.2509765625;0.0029296875;0.3623046875;0.8955078125;0.4365234375;240;0;0;109;1
241;0.1884765625;0.0029296875;0.3623046875;0.8955078125;0.4365234375;241;0;0;106;4
242;0.2509765625;0.8896484375;0.3623046875;0.8955078125;0.4365234375;242;0;0;0;110
243;0.2509765625;0.0029296875;0.8681640625;0.8955078125;0.4365234375;243;0;0;108;2
244;0.2509765625;0.0029296875;0.3623046875;0.0947265625;0.4365234375;244;0;0;107;3
245;0.2509765625;0.0029296875;0.3623046875;0.8955078125;0.6005859375;245;0;0;107;3
246;0.2509765625;0.8896484375;0.8681640625;0.0947265625;0.6005859375;246;0;0;0;110
247;0.1884765625;0.0029296875;0.8681640625;0.0947265625;0.6005859375;247;0;0;110;0
248;0.1884765625;0.8896484375;0.3623046875;0.0947265625;0.6005859375;248;0;0;0;110
249;0.1884765625;0.8896484375;0.8681640625;0.8955078125;0.6005859375;249;0;0;0;110
250;0.1884765625;0.8896484375;0.8681640625;0.0947265625;0.4365234375;250;0;0;0;110
251;0.1884765625;0.8896484375;0.8681640625;0.0947265625;0.6005859375;251;0;0;0;110
252;0.7509765625;0.5029296875;0.8623046875;0.3955078125;0.9365234375;252;0;0;0;110
253;0.6884765625;0.5029296875;0.8623046875;0.3955078125;0.9365234375;253;0;0;0;110
254;0.7509765625;0.3896484375;0.8623046875;0.3955078125;0.9365234375;254;0;0;0;110
255;0.7509765625;0.5029296875;0.3681640625;0.3955078125;0.9365234375;255;0;0;0;110
256;0.7509765625;0.5029296875;0.8623046875;0.5947265625;0.9365234375;256;0;0;0;110
257;0.7509765625;0.5029296875;0.8623046875;0.3955078125;0.1005859375;257;16;68;0;26
258;0.7509765625;0.3896484375;0.3681640625;0.5947265625;0.1005859375;258;9;83;0;18
259;0.6884765625;0.5029296875;0.3681640625;0.5947265625;0.1005859375;259;14;69;0;27
260;0.6884765625;0.3896484375;0.8623046875;0.5947265625;0.1005859375;260;11;86;0;13
261;0.6884765625;0.3896484375;0.3681640625;0.3955078125;0.1005859375;261;13;71;0;26
262;0.6884765625;0.3896484375;0.3681640625;0.5947265625;0.9365234375;262;0;0;0;110
263;0.6884765625;0.3896484375;0.3681640625;0.5947265625;0.1005859375;263;17;71;0;22
264;0.5009765625;0.2529296875;0.1123046875;0.6455078125;0.6865234375;264;0;0;0;110
265;0.9384765625;0.2529296875;0.1123046875;0.6455078125;0.6865234375;265;0;0;0;110
266;0.5009765625;0.6396484375;0.1123046875;0.6455078125;0.6865234375;266;0;0;0;110
267;0.5009765625;0.2529296875;0.1181640625;0.6455078125;0.6865234375;267;0;0;0;110
268;0.5009765625;0.2529296875;0.1123046875;0.8447265625;0.6865234375;268;0;0;0;110
269;0.5009765625;0.2529296875;0.1123046875;0.6455078125;0.3505859375;269;0;0;0;110
270;0.5009765625;0.6396484375;0.1181640625;0.8447265625;0.3505859375;270;0;0;0;110
271;0.9384765625;0.2529296875;0.1181640625;0.8447265625;0.3505859375;271;0;0;0;110
272;0.9384765625;0.6396484375;0.1123046875;0.8447265625;0.3505859375;272;0;0;0;110
273;0.9384765625;0.6396484375;0.1181640625;0.6455078125;0.3505859375;273;0;0;0;110
274;0.9384765625;0.6396484375;0.1181640625;0.8447265625;0.6865234375;274;0;0;0;110
275;0.9384765625;0.6396484375;0.1181640625;0.8447265625;0.3505859375;275;0;0;0;110
276;0.0009765625;0.7529296875;0.6123046875;0.1455078125;0.1865234375;276;0;0;0;110
277;0.4384765625;0.7529296875;0.6123046875;0.1455078125;0.1865234375;277;0;0;0;110
278;0.0009765625;0.1396484375;0.6123046875;0.1455078125;0.1865234375;278;0;0;35;75
279;0.0009765625;0.7529296875;0.6181640625;0.1455078125;0.1865234375;279;0;0;0;110
280;0.0009765625;0.7529296875;0.6123046875;0.3447265625;0.1865234375;280;0;0;0;110
281;0.0009765625;0.7529296875;0.6123046875;0.1455078125;0.8505859375;281;0;0;0;110
282;0.0009765625;0.1396484375;0.6181640625;0.3447265625;0.8505859375;282;0;0;42;68
283;0.4384765625;0.7529296875;0.6181640625;0.3447265625;0.8505859375;283;0;0;0;110
284;0.4384765625;0.1396484375;0.6123046875;0.3447265625;0.8505859375;284;0;0;39;71
285;0.4384765625;0.1396484375;0.6181640625;0.1455078125;0.8505859375;285;0;0;23;87
286;0.4384765625;0.1396484375;0.6181640625;0.3447265625;0.1865234375;286;0;0;0;110
287;0.4384765625;0.1396484375;0.6181640625;0.3447265625;0.8505859375;287;0;0;47;63
288;0.00146484375;0.37646484375;0.44775390625;0.48681640625;0.55712890625;288;0;0;0;110
289;0.84423828125;0.37646484375;0.44775390625;0.48681640625;0.55712890625;289;0;0;0;110
290;0.00146484375;0.24169921875;0.44775390625;0.48681640625;0.55712890625;290;0;0;0;110
291;0.00146484375;0.37646484375;0.58740234375;0.48681640625;0.55712890625;291;0;0;0;110
292;0.00146484375;0.37646484375;0.44775390625;0.69677734375;0.55712890625;292;0;0;0;110
293;0.00146484375;0.37646484375;0.44775390625;0.48681640625;0.67138671875;293;0;0;0;110
294;0.00146484375;0.24169921875;0.58740234375;0.69677734375;0.67138671875;294;0;0;0;110
295;0.84423828125;0.37646484375;0.58740234375;0.69677734375;0.67138671875;295;0;0;0;110
