;p_uf;p_pu;p_up;p_fl;p_lu;Run;followers;leaders;pheromone;unassigned
564;0.22021484375;0.72021484375;0.41650390625;0.95556640625;0.90087890625;564;0;0;0;110
565;0.25048828125;0.72021484375;0.41650390625;0.95556640625;0.90087890625;565;0;0;0;110
566;0.22021484375;0.08544921875;0.41650390625;0.95556640625;0.90087890625;566;0;0;45;65
567;0.22021484375;0.72021484375;0.93115234375;0.95556640625;0.90087890625;567;0;0;0;110
568;0.22021484375;0.72021484375;0.41650390625;0.41552734375;0.90087890625;568;0;0;0;110
569;0.22021484375;0.72021484375;0.41650390625;0.95556640625;0.39013671875;569;0;0;0;110
570;0.22021484375;0.08544921875;0.93115234375;0.41552734375;0.39013671875;570;0;0;89;21
571;0.25048828125;0.72021484375;0.93115234375;0.41552734375;0.39013671875;571;0;0;0;110
572;0.25048828125;0.08544921875;0.41650390625;0.41552734375;0.39013671875;572;0;0;50;60
573;0.25048828125;0.08544921875;0.93115234375;0.95556640625;0.39013671875;573;0;0;76;34
574;0.25048828125;0.08544921875;0.93115234375;0.41552734375;0.90087890625;574;0;0;84;26
575;0.25048828125;0.08544921875;0.93115234375;0.41552734375;0.39013671875;575;0;0;74;36
576;0.15771484375;0.28271484375;0.97900390625;0.64306640625;0.33837890625;576;0;0;0;110
577;0.43798828125;0.28271484375;0.97900390625;0.64306640625;0.33837890625;577;0;0;0;110
578;0.15771484375;0.77294921875;0.97900390625;0.64306640625;0.33837890625;578;0;0;0;110
579;0.15771484375;0.28271484375;0.74365234375;0.64306640625;0.33837890625;579;0;0;0;110
580;0.15771484375;0.28271484375;0.97900390625;0.22802734375;0.33837890625;580;0;0;0;110
581;0.15771484375;0.28271484375;0.97900390625;0.64306640625;0.82763671875;581;0;0;0;110
582;0.15771484375;0.77294921875;0.74365234375;0.22802734375;0.82763671875;582;0;0;0;110
583;0.43798828125;0.28271484375;0.74365234375;0.22802734375;0.82763671875;583;0;0;0;110
584;0.43798828125;0.77294921875;0.97900390625;0.22802734375;0.82763671875;584;0;0;0;110
585;0.43798828125;0.77294921875;0.74365234375;0.64306640625;0.82763671875;585;0;0;0;110
586;0.43798828125;0.77294921875;0.74365234375;0.22802734375;0.33837890625;586;0;0;0;110
587;0.43798828125;0.77294921875;0.74365234375;0.22802734375;0.82763671875;587;0;0;0;110
588;0.65771484375;0.78271484375;0.47900390625;0.14306640625;0.83837890625;588;0;0;0;110
589;0.93798828125;0.78271484375;0.47900390625;0.14306640625;0.83837890625;589;0;0;0;110
590;0.65771484375;0.27294921875;0.47900390625;0.14306640625;0.83837890625;590;0;0;0;110
591;0.65771484375;0.78271484375;0.24365234375;0.14306640625;0.83837890625;591;0;0;0;110
592;0.65771484375;0.78271484375;0.47900390625;0.72802734375;0.83837890625;592;0;0;0;110
593;0.65771484375;0.78271484375;0.47900390625;0.14306640625;0.32763671875;593;0;0;0;110
594;0.65771484375;0.27294921875;0.24365234375;0.72802734375;0.32763671875;594;0;0;0;110
595;0.93798828125;0.78271484375;0.24365234375;0.72802734375;0.32763671875;595;0;0;0;110
596;0.93798828125;0.27294921875;0.47900390625;0.72802734375;0.32763671875;596;0;0;0;110
597;0.93798828125;0.27294921875;0.24365234375;0.14306640625;0.32763671875;597;0;0;0;110
598;0.93798828125;0.27294921875;0.24365234375;0.72802734375;0.83837890625;598;0;0;0;110
599;0.93798828125;0.27294921875;0.24365234375;0.72802734375;0.32763671875;599;0;0;0;110
600;0.90771484375;0.03271484375;0.72900390625;0.89306640625;0.58837890625;600;0;0;103;7
601;0.68798828125;0.03271484375;0.72900390625;0.89306640625;0.58837890625;601;0;0;93;17
602;0.90771484375;0.52294921875;0.72900390625;0.89306640625;0.58837890625;602;0;0;0;110
603;0.90771484375;0.03271484375;0.49365234375;0.89306640625;0.58837890625;603;0;0;98;12
604;0.90771484375;0.03271484375;0.72900390625;0.97802734375;0.58837890625;604;0;0;96;14
605;0.90771484375;0.03271484375;0.72900390625;0.89306640625;0.07763671875;605;2;10;87;11
606;0.90771484375;0.52294921875;0.49365234375;0.97802734375;0.07763671875;606;2;96;0;12
607;0.68798828125;0.03271484375;0.49365234375;0.97802734375;0.07763671875;607;11;87;0;12
608;0.68798828125;0.52294921875;0.72900390625;0.97802734375;0.07763671875;608;5;93;0;12
609;0.68798828125;0.52294921875;0.49365234375;0.89306640625;0.07763671875;609;8;78;0;24
610;0.68798828125;0.52294921875;0.49365234375;0.97802734375;0.58837890625;610;0;0;0;110
611;0.68798828125;0.52294921875;0.49365234375;0.97802734375;0.07763671875;611;2;87;0;21
612;0.40771484375;0.53271484375;0.22900390625;0.39306640625;0.08837890625;612;10;72;0;28
613;0.18798828125;0.53271484375;0.22900390625;0.39306640625;0.08837890625;613;5;33;0;72
614;0.40771484375;0.02294921875;0.22900390625;0.39306640625;0.08837890625;614;0;0;90;20
615;0.40771484375;0.53271484375;0.99365234375;0.39306640625;0.08837890625;615;11;64;0;35
616;0.40771484375;0.53271484375;0.22900390625;0.47802734375;0.08837890625;616;11;62;0;37
617;0.40771484375;0.53271484375;0.22900390625;0.39306640625;0.57763671875;617;0;0;0;110
618;0.40771484375;0.02294921875;0.99365234375;0.47802734375;0.57763671875;618;0;0;104;6
619;0.18798828125;0.53271484375;0.99365234375;0.47802734375;0.57763671875;619;0;0;0;110
620;0.18798828125;0.02294921875;0.22900390625;0.47802734375;0.57763671875;620;0;0;80;30
621;0.18798828125;0.02294921875;0.99365234375;0.39306640625;0.57763671875;621;0;0;105;5
622;0.18798828125;0.02294921875;0.99365234375;0.47802734375;0.08837890625;622;0;0;104;6
623;0.18798828125;0.02294921875;0.99365234375;0.47802734375;0.57763671875;623;0;0;104;6
624;0.28271484375;0.15771484375;0.35400390625;0.26806640625;0.21337890625;624;0;0;0;110
625;0.31298828125;0.15771484375;0.35400390625;0.26806640625;0.21337890625;625;0;0;0;110
626;0.28271484375;0.64794921875;0.35400390625;0.26806640625;0.21337890625;626;0;0;0;110
627;0.28271484375;0.15771484375;0.36865234375;0.26806640625;0.21337890625;627;0;0;0;110
628;0.28271484375;0.15771484375;0.35400390625;0.85302734375;0.21337890625;628;0;0;0;110
629;0.28271484375;0.15771484375;0.35400390625;0.26806640625;0.45263671875;629;0;0;0;110
630;0.28271484375;0.64794921875;0.36865234375;0.85302734375;0.45263671875;630;0;0;0;110
631;0.31298828125;0.15771484375;0.36865234375;0.85302734375;0.45263671875;631;0;0;0;110
632;0.31298828125;0.64794921875;0.35400390625;0.85302734375;0.45263671875;632;0;0;0;110
633;0.31298828125;0.64794921875;0.36865234375;0.26806640625;0.45263671875;633;0;0;0;110
634;0.31298828125;0.64794921875;0.36865234375;0.85302734375;0.21337890625;634;0;0;0;110
635;0.31298828125;0.64794921875;0.36865234375;0.85302734375;0.45263671875;635;0;0;0;110
636;0.78271484375;0.65771484375;0.85400390625;0.76806640625;0.71337890625;636;0;0;0;110
637;0.81298828125;0.65771484375;0.85400390625;0.76806640625;0.71337890625;637;0;0;0;110
638;0.78271484375;0.14794921875;0.85400390625;0.76806640625;0.71337890625;638;0;0;58;52
639;0.78271484375;0.65771484375;0.86865234375;0.76806640625;0.71337890625;639;0;0;0;110
640;0.78271484375;0.65771484375;0.85400390625;0.35302734375;0.71337890625;640;0;0;0;110
641;0.78271484375;0.65771484375;0.85400390625;0.76806640625;0.95263671875;641;0;0;0;110
642;0.78271484375;0.14794921875;0.86865234375;0.35302734375;0.95263671875;642;0;0;65;45
643;0.81298828125;0.65771484375;0.86865234375;0.35302734375;0.95263671875;643;0;0;0;110
644;0.81298828125;0.14794921875;0.85400390625;0.35302734375;0.95263671875;644;0;0;50;60
645;0.81298828125;0.14794921875;0.86865234375;0.76806640625;0.95263671875;645;0;0;56;54
646;0.81298828125;0.14794921875;0.86865234375;0.35302734375;0.71337890625;646;0;0;53;57
647;0.81298828125;0.14794921875;0.86865234375;0.35302734375;0.95263671875;647;0;0;81;29
648;0.53271484375;0.40771484375;0.10400390625;0.01806640625;0.96337890625;648;0;0;0;110
649;0.56298828125;0.40771484375;0.10400390625;0.01806640625;0.96337890625;649;0;0;0;110
650;0.53271484375;0.89794921875;0.10400390625;0.01806640625;0.96337890625;650;0;0;0;110
651;0.53271484375;0.40771484375;0.61865234375;0.01806640625;0.96337890625;651;0;0;0;110
652;0.53271484375;0.40771484375;0.10400390625;0.10302734375;0.96337890625;652;0;0;0;110
653;0.53271484375;0.40771484375;0.10400390625;0.01806640625;0.70263671875;653;0;0;0;110
654;0.53271484375;0.89794921875;0.61865234375;0.10302734375;0.70263671875;654;0;0;0;110
655;0.56298828125;0.40771484375;0.61865234375;0.10302734375;0.70263671875;655;0;0;0;110
656;0.56298828125;0.89794921875;0.10400390625;0.10302734375;0.70263671875;656;0;0;0;110
657;0.56298828125;0.89794921875;0.61865234375;0.01806640625;0.70263671875;657;0;0;0;110
658;0.56298828125;0.89794921875;0.61865234375;0.10302734375;0.96337890625;658;0;0;0;110
659;0.56298828125;0.89794921875;0.61865234375;0.10302734375;0.70263671875;659;0;0;0;110
660;0.03271484375;0.90771484375;0.60400390625;0.51806640625;0.46337890625;660;0;0;0;110
661;0.06298828125;0.90771484375;0.60400390625;0.51806640625;0.46337890625;661;0;0;0;110
662;0.03271484375;0.39794921875;0.60400390625;0.51806640625;0.46337890625;662;0;0;0;110
663;0.03271484375;0.90771484375;0.11865234375;0.51806640625;0.46337890625;663;0;0;0;110
664;0.03271484375;0.90771484375;0.60400390625;0.60302734375;0.46337890625;664;0;0;0;110
665;0.03271484375;0.90771484375;0.60400390625;0.51806640625;0.20263671875;665;0;0;0;110
666;0.03271484375;0.39794921875;0.11865234375;0.60302734375;0.20263671875;666;0;0;0;110
667;0.06298828125;0.90771484375;0.11865234375;0.60302734375;0.20263671875;667;0;0;0;110
668;0.06298828125;0.39794921875;0.60400390625;0.60302734375;0.20263671875;668;0;0;0;110
669;0.06298828125;0.39794921875;0.11865234375;0.51806640625;0.20263671875;669;0;0;0;110
670;0.06298828125;0.39794921875;0.11865234375;0.60302734375;0.46337890625;670;0;0;0;110
671;0.06298828125;0.39794921875;0.11865234375;0.60302734375;0.20263671875;671;0;0;0;110
672;0.04833984375;0.14208984375;0.77587890625;0.93994140625;0.66650390625;672;0;0;39;71
673;0.20361328125;0.14208984375;0.77587890625;0.93994140625;0.66650390625;673;0;0;64;46
674;0.04833984375;0.94482421875;0.77587890625;0.93994140625;0.66650390625;674;0;0;0;110
675;0.04833984375;0.14208984375;0.22802734375;0.93994140625;0.66650390625;675;0;0;0;110
676;0.04833984375;0.14208984375;0.77587890625;0.30615234375;0.66650390625;676;0;0;47;63
677;0.04833984375;0.14208984375;0.77587890625;0.93994140625;0.65576171875;677;0;0;70;40
678;0.04833984375;0.94482421875;0.22802734375;0.30615234375;0.65576171875;678;0;0;0;110
679;0.20361328125;0.14208984375;0.22802734375;0.30615234375;0.65576171875;679;0;0;0;110
680;0.20361328125;0.94482421875;0.77587890625;0.30615234375;0.65576171875;680;0;0;0;110
681;0.20361328125;0.94482421875;0.22802734375;0.93994140625;0.65576171875;681;0;0;0;110
682;0.20361328125;0.94482421875;0.22802734375;0.30615234375;0.66650390625;682;0;0;0;110
683;0.20361328125;0.94482421875;0.22802734375;0.30615234375;0.65576171875;683;0;0;0;110
684;0.54833984375;0.64208984375;0.27587890625;0.43994140625;0.16650390625;684;0;0;0;110
685;0.70361328125;0.64208984375;0.27587890625;0.43994140625;0.16650390625;685;18;50;0;42
686;0.54833984375;0.44482421875;0.27587890625;0.43994140625;0.16650390625;686;0;0;0;110
687;0.54833984375;0.64208984375;0.72802734375;0.43994140625;0.16650390625;687;8;37;0;65
688;0.54833984375;0.64208984375;0.27587890625;0.80615234375;0.16650390625;688;10;50;0;50
689;0.54833984375;0.64208984375;0.27587890625;0.43994140625;0.15576171875;689;9;51;0;50
690;0.54833984375;0.44482421875;0.72802734375;0.80615234375;0.15576171875;690;4;70;0;36
691;0.70361328125;0.64208984375;0.72802734375;0.80615234375;0.15576171875;691;9;60;0;41
692;0.70361328125;0.44482421875;0.27587890625;0.80615234375;0.15576171875;692;6;67;0;37
693;0.70361328125;0.44482421875;0.72802734375;0.43994140625;0.15576171875;693;14;48;0;48
694;0.70361328125;0.44482421875;0.72802734375;0.80615234375;0.16650390625;694;9;53;0;48
695;0.70361328125;0.44482421875;0.72802734375;0.80615234375;0.15576171875;695;9;63;0;38
696;0.79833984375;0.39208984375;0.52587890625;0.68994140625;0.41650390625;696;0;0;0;110
697;0.95361328125;0.39208984375;0.52587890625;0.68994140625;0.41650390625;697;0;0;0;110
698;0.79833984375;0.69482421875;0.52587890625;0.68994140625;0.41650390625;698;0;0;0;110
699;0.79833984375;0.39208984375;0.97802734375;0.68994140625;0.41650390625;699;0;0;0;110
700;0.79833984375;0.39208984375;0.52587890625;0.55615234375;0.41650390625;700;0;0;0;110
701;0.79833984375;0.39208984375;0.52587890625;0.68994140625;0.40576171875;701;0;0;0;110
702;0.79833984375;0.69482421875;0.97802734375;0.55615234375;0.40576171875;702;0;0;0;110
703;0.95361328125;0.39208984375;0.97802734375;0.55615234375;0.40576171875;703;0;0;0;110
704;0.95361328125;0.69482421875;0.52587890625;0.55615234375;0.40576171875;704;0;0;0;110
705;0.95361328125;0.69482421875;0.97802734375;0.68994140625;0.40576171875;705;0;0;0;110
706;0.95361328125;0.69482421875;0.97802734375;0.55615234375;0.41650390625;706;0;0;0;110
707;0.95361328125;0.69482421875;0.97802734375;0.55615234375;0.40576171875;707;0;0;0;110
708;0.29833984375;0.89208984375;0.02587890625;0.18994140625;0.91650390625;708;0;0;0;110
709;0.45361328125;0.89208984375;0.02587890625;0.18994140625;0.91650390625;709;0;0;0;110
710;0.29833984375;0.19482421875;0.02587890625;0.18994140625;0.91650390625;710;0;0;0;110
711;0.29833984375;0.89208984375;0.47802734375;0.18994140625;0.91650390625;711;0;0;0;110
712;0.29833984375;0.89208984375;0.02587890625;0.05615234375;0.91650390625;712;0;0;0;110
713;0.29833984375;0.89208984375;0.02587890625;0.18994140625;0.90576171875;713;0;0;0;110
714;0.29833984375;0.19482421875;0.47802734375;0.05615234375;0.90576171875;714;0;0;0;110
715;0.45361328125;0.89208984375;0.47802734375;0.05615234375;0.90576171875;715;0;0;0;110
716;0.45361328125;0.19482421875;0.02587890625;0.05615234375;0.90576171875;716;0;0;0;110
717;0.45361328125;0.19482421875;0.47802734375;0.18994140625;0.90576171875;717;0;0;0;110
718;0.45361328125;0.19482421875;0.47802734375;0.05615234375;0.91650390625;718;0;0;0;110
719;0.45361328125;0.19482421875;0.47802734375;0.05615234375;0.90576171875;719;0;0;0;110
720;0.42333984375;0.26708984375;0.40087890625;0.06494140625;0.79150390625;720;0;0;0;110
721;0.07861328125;0.26708984375;0.40087890625;0.06494140625;0.79150390625;721;0;0;0;110
722;0.42333984375;0.56982421875;0.40087890625;0.06494140625;0.79150390625;722;0;0;0;110
723;0.42333984375;0.26708984375;0.85302734375;0.06494140625;0.79150390625;723;0;0;0;110
724;0.42333984375;0.26708984375;0.40087890625;0.68115234375;0.79150390625;724;0;0;0;110
725;0.42333984375;0.26708984375;0.40087890625;0.06494140625;0.03076171875;725;36;53;0;21
726;0.42333984375;0.56982421875;0.85302734375;0.68115234375;0.03076171875;726;6;99;0;5
727;0.07861328125;0.26708984375;0.85302734375;0.68115234375;0.03076171875;727;1;44;0;65
728;0.07861328125;0.56982421875;0.40087890625;0.68115234375;0.03076171875;728;1;54;0;55
729;0.07861328125;0.56982421875;0.85302734375;0.06494140625;0.03076171875;729;0;0;0;110
730;0.07861328125;0.56982421875;0.85302734375;0.68115234375;0.79150390625;730;0;0;0;110
731;0.07861328125;0.56982421875;0.85302734375;0.68115234375;0.03076171875;731;1;42;0;67
732;0.92333984375;0.76708984375;0.90087890625;0.56494140625;0.29150390625;732;19;29;0;62
733;0.57861328125;0.76708984375;0.90087890625;0.56494140625;0.29150390625;733;0;0;0;110
734;0.92333984375;0.06982421875;0.90087890625;0.56494140625;0.29150390625;734;0;0;88;22
735;0.92333984375;0.76708984375;0.35302734375;0.56494140625;0.29150390625;735;0;0;0;110
736;0.92333984375;0.76708984375;0.90087890625;0.18115234375;0.29150390625;736;0;0;0;110
737;0.92333984375;0.76708984375;0.90087890625;0.56494140625;0.53076171875;737;0;0;0;110
738;0.92333984375;0.06982421875;0.35302734375;0.18115234375;0.53076171875;738;0;0;39;71
739;0.57861328125;0.76708984375;0.35302734375;0.18115234375;0.53076171875;739;0;0;0;110
740;0.57861328125;0.06982421875;0.90087890625;0.18115234375;0.53076171875;740;0;0;96;14
741;0.57861328125;0.06982421875;0.35302734375;0.56494140625;0.53076171875;741;0;0;58;52
742;0.57861328125;0.06982421875;0.35302734375;0.18115234375;0.29150390625;742;0;0;56;54
743;0.57861328125;0.06982421875;0.35302734375;0.18115234375;0.53076171875;743;0;0;48;62
744;0.67333984375;0.01708984375;0.15087890625;0.31494140625;0.04150390625;744;12;90;0;8
745;0.82861328125;0.01708984375;0.15087890625;0.31494140625;0.04150390625;745;7;93;0;10
746;0.67333984375;0.81982421875;0.15087890625;0.31494140625;0.04150390625;746;9;88;0;13
747;0.67333984375;0.01708984375;0.10302734375;0.31494140625;0.04150390625;747;14;85;0;11
748;0.67333984375;0.01708984375;0.15087890625;0.43115234375;0.04150390625;748;9;95;0;6
749;0.67333984375;0.01708984375;0.15087890625;0.31494140625;0.78076171875;749;0;0;71;39
750;0.67333984375;0.81982421875;0.10302734375;0.43115234375;0.78076171875;750;0;0;0;110
751;0.82861328125;0.01708984375;0.10302734375;0.43115234375;0.78076171875;751;0;0;64;46
752;0.82861328125;0.81982421875;0.15087890625;0.43115234375;0.78076171875;752;0;0;0;110
753;0.82861328125;0.81982421875;0.10302734375;0.31494140625;0.78076171875;753;0;0;0;110
754;0.82861328125;0.81982421875;0.10302734375;0.43115234375;0.04150390625;754;6;101;0;3
755;0.82861328125;0.81982421875;0.10302734375;0.43115234375;0.78076171875;755;0;0;0;110
756;0.17333984375;0.51708984375;0.65087890625;0.81494140625;0.54150390625;756;0;0;0;110
757;0.32861328125;0.51708984375;0.65087890625;0.81494140625;0.54150390625;757;0;0;0;110
758;0.17333984375;0.31982421875;0.65087890625;0.81494140625;0.54150390625;758;0;0;0;110
759;0.17333984375;0.51708984375;0.60302734375;0.81494140625;0.54150390625;759;0;0;0;110
760;0.17333984375;0.51708984375;0.65087890625;0.93115234375;0.54150390625;760;0;0;0;110
761;0.17333984375;0.51708984375;0.65087890625;0.81494140625;0.28076171875;761;0;0;0;110
762;0.17333984375;0.31982421875;0.60302734375;0.93115234375;0.28076171875;762;0;0;0;110
763;0.32861328125;0.51708984375;0.60302734375;0.93115234375;0.28076171875;763;0;0;0;110
764;0.32861328125;0.31982421875;0.65087890625;0.93115234375;0.28076171875;764;0;0;0;110
765;0.32861328125;0.31982421875;0.60302734375;0.81494140625;0.28076171875;765;0;0;0;110
766;0.32861328125;0.31982421875;0.60302734375;0.93115234375;0.54150390625;766;0;0;0;110
767;0.32861328125;0.31982421875;0.60302734375;0.93115234375;0.28076171875;767;0;0;0;110
768;0.23583984375;0.45458984375;0.21337890625;0.50244140625;0.22900390625;768;0;0;0;110
769;0.39111328125;0.45458984375;0.21337890625;0.50244140625;0.22900390625;769;0;0;0;110
770;0.23583984375;0.50732421875;0.21337890625;0.50244140625;0.22900390625;770;0;0;0;110
771;0.23583984375;0.45458984375;0.79052734375;0.50244140625;0.22900390625;771;0;0;0;110
772;0.23583984375;0.45458984375;0.21337890625;0.74365234375;0.22900390625;772;0;0;0;110
773;0.23583984375;0.45458984375;0.21337890625;0.50244140625;0.96826171875;773;0;0;0;110
774;0.23583984375;0.50732421875;0.79052734375;0.74365234375;0.96826171875;774;0;0;0;110
775;0.39111328125;0.45458984375;0.79052734375;0.74365234375;0.96826171875;775;0;0;0;110
776;0.39111328125;0.50732421875;0.21337890625;0.74365234375;0.96826171875;776;0;0;0;110
777;0.39111328125;0.50732421875;0.79052734375;0.50244140625;0.96826171875;777;0;0;0;110
778;0.39111328125;0.50732421875;0.79052734375;0.74365234375;0.22900390625;778;0;0;0;110
779;0.39111328125;0.50732421875;0.79052734375;0.74365234375;0.96826171875;779;0;0;0;110
780;0.73583984375;0.95458984375;0.71337890625;0.00244140625;0.72900390625;780;0;0;0;110
781;0.89111328125;0.95458984375;0.71337890625;0.00244140625;0.72900390625;781;0;0;0;110
782;0.73583984375;0.00732421875;0.71337890625;0.00244140625;0.72900390625;782;0;0;106;4
783;0.73583984375;0.95458984375;0.29052734375;0.00244140625;0.72900390625;783;0;0;0;110
784;0.73583984375;0.95458984375;0.71337890625;0.24365234375;0.72900390625;784;0;0;0;110
785;0.73583984375;0.95458984375;0.71337890625;0.00244140625;0.46826171875;785;0;0;0;110
786;0.73583984375;0.00732421875;0.29052734375;0.24365234375;0.46826171875;786;0;0;104;6
787;0.89111328125;0.95458984375;0.29052734375;0.24365234375;0.46826171875;787;0;0;0;110
788;0.89111328125;0.00732421875;0.71337890625;0.24365234375;0.46826171875;788;0;0;109;1
789;0.89111328125;0.00732421875;0.29052734375;0.00244140625;0.46826171875;789;0;0;104;6
790;0.89111328125;0.00732421875;0.29052734375;0.24365234375;0.72900390625;790;0;0;104;6
791;0.89111328125;0.00732421875;0.29052734375;0.24365234375;0.46826171875;791;0;0;100;10
792;0.98583984375;0.20458984375;0.46337890625;0.75244140625;0.97900390625;792;0;0;0;110
793;0.64111328125;0.20458984375;0.46337890625;0.75244140625;0.97900390625;793;0;0;0;110
794;0.98583984375;0.75732421875;0.46337890625;0.75244140625;0.97900390625;794;0;0;0;110
795;0.98583984375;0.20458984375;0.04052734375;0.75244140625;0.97900390625;795;0;0;0;110
796;0.98583984375;0.20458984375;0.46337890625;0.49365234375;0.97900390625;796;0;0;0;110
797;0.98583984375;0.20458984375;0.46337890625;0.75244140625;0.21826171875;797;6;48;0;56
798;0.98583984375;0.75732421875;0.04052734375;0.49365234375;0.21826171875;798;15;53;0;42
799;0.64111328125;0.20458984375;0.04052734375;0.49365234375;0.21826171875;799;0;0;0;110
800;0.64111328125;0.75732421875;0.46337890625;0.49365234375;0.21826171875;800;11;26;0;73
801;0.64111328125;0.75732421875;0.04052734375;0.75244140625;0.21826171875;801;9;29;0;72
802;0.64111328125;0.75732421875;0.04052734375;0.49365234375;0.97900390625;802;0;0;0;110
803;0.64111328125;0.75732421875;0.04052734375;0.49365234375;0.21826171875;803;13;39;0;58
804;0.48583984375;0.70458984375;0.96337890625;0.25244140625;0.47900390625;804;0;0;0;110
805;0.14111328125;0.70458984375;0.96337890625;0.25244140625;0.47900390625;805;0;0;0;110
806;0.48583984375;0.25732421875;0.96337890625;0.25244140625;0.47900390625;806;0;0;0;110
807;0.48583984375;0.70458984375;0.54052734375;0.25244140625;0.47900390625;807;0;0;0;110
808;0.48583984375;0.70458984375;0.96337890625;0.99365234375;0.47900390625;808;0;0;0;110
809;0.48583984375;0.70458984375;0.96337890625;0.25244140625;0.71826171875;809;0;0;0;110
810;0.48583984375;0.25732421875;0.54052734375;0.99365234375;0.71826171875;810;0;0;0;110
811;0.14111328125;0.70458984375;0.54052734375;0.99365234375;0.71826171875;811;0;0;0;110
812;0.14111328125;0.25732421875;0.96337890625;0.99365234375;0.71826171875;812;0;0;0;110
813;0.14111328125;0.25732421875;0.54052734375;0.25244140625;0.71826171875;813;0;0;0;110
814;0.14111328125;0.25732421875;0.54052734375;0.99365234375;0.47900390625;814;0;0;0;110
815;0.14111328125;0.25732421875;0.54052734375;0.99365234375;0.71826171875;815;0;0;0;110
816;0.36083984375;0.07958984375;0.58837890625;0.37744140625;0.35400390625;816;0;0;70;40
817;0.26611328125;0.07958984375;0.58837890625;0.37744140625;0.35400390625;817;0;0;76;34
818;0.36083984375;0.88232421875;0.58837890625;0.37744140625;0.35400390625;818;0;0;0;110
819;0.36083984375;0.07958984375;0.16552734375;0.37744140625;0.35400390625;819;0;0;0;110
820;0.36083984375;0.07958984375;0.58837890625;0.36865234375;0.35400390625;820;0;0;66;44
821;0.36083984375;0.07958984375;0.58837890625;0.37744140625;0.34326171875;821;0;0;74;36
822;0.36083984375;0.88232421875;0.16552734375;0.36865234375;0.34326171875;822;0;0;0;110
823;0.26611328125;0.07958984375;0.16552734375;0.36865234375;0.34326171875;823;0;0;0;110
824;0.26611328125;0.88232421875;0.58837890625;0.36865234375;0.34326171875;824;0;0;0;110
825;0.26611328125;0.88232421875;0.16552734375;0.37744140625;0.34326171875;825;0;0;0;110
826;0.26611328125;0.88232421875;0.16552734375;0.36865234375;0.35400390625;826;0;0;0;110
827;0.26611328125;0.88232421875;0.16552734375;0.36865234375;0.34326171875;827;0;0;0;110
828;0.86083984375;0.57958984375;0.08837890625;0.87744140625;0.85400390625;828;0;0;0;110
829;0.76611328125;0.57958984375;0.08837890625;0.87744140625;0.85400390625;829;0;0;0;110
830;0.86083984375;0.38232421875;0.08837890625;0.87744140625;0.85400390625;830;0;0;0;110
831;0.86083984375;0.57958984375;0.66552734375;0.87744140625;0.85400390625;831;0;0;0;110
832;0.86083984375;0.57958984375;0.08837890625;0.86865234375;0.85400390625;832;0;0;0;110
833;0.86083984375;0.57958984375;0.08837890625;0.87744140625;0.84326171875;833;0;0;0;110
834;0.86083984375;0.38232421875;0.66552734375;0.86865234375;0.84326171875;834;0;0;0;110
835;0.76611328125;0.57958984375;0.66552734375;0.86865234375;0.84326171875;835;0;0;0;110
836;0.76611328125;0.38232421875;0.08837890625;0.86865234375;0.84326171875;836;0;0;0;110
837;0.76611328125;0.38232421875;0.66552734375;0.87744140625;0.84326171875;837;0;0;0;110
838;0.76611328125;0.38232421875;0.66552734375;0.86865234375;0.85400390625;838;0;0;0;110
839;0.76611328125;0.38232421875;0.66552734375;0.86865234375;0.84326171875;839;0;0;0;110
840;0.61083984375;0.32958984375;0.83837890625;0.12744140625;0.60400390625;840;0;0;0;110
841;0.51611328125;0.32958984375;0.83837890625;0.12744140625;0.60400390625;841;0;0;0;110
842;0.61083984375;0.63232421875;0.83837890625;0.12744140625;0.60400390625;842;0;0;0;110
843;0.61083984375;0.32958984375;0.91552734375;0.12744140625;0.60400390625;843;0;0;0;110
844;0.61083984375;0.32958984375;0.83837890625;0.61865234375;0.60400390625;844;0;0;0;110
845;0.61083984375;0.32958984375;0.83837890625;0.12744140625;0.59326171875;845;0;0;0;110
846;0.61083984375;0.63232421875;0.91552734375;0.61865234375;0.59326171875;846;0;0;0;110
847;0.51611328125;0.32958984375;0.91552734375;0.61865234375;0.59326171875;847;0;0;0;110
848;0.51611328125;0.63232421875;0.83837890625;0.61865234375;0.59326171875;848;0;0;0;110
849;0.51611328125;0.63232421875;0.91552734375;0.12744140625;0.59326171875;849;0;0;0;110
850;0.51611328125;0.63232421875;0.91552734375;0.61865234375;0.60400390625;850;0;0;0;110
851;0.51611328125;0.63232421875;0.91552734375;0.61865234375;0.59326171875;851;0;0;0;110
852;0.11083984375;0.82958984375;0.33837890625;0.62744140625;0.10400390625;852;0;0;0;110
853;0.01611328125;0.82958984375;0.33837890625;0.62744140625;0.10400390625;853;0;0;0;110
854;0.11083984375;0.13232421875;0.33837890625;0.62744140625;0.10400390625;854;0;0;0;110
855;0.11083984375;0.82958984375;0.41552734375;0.62744140625;0.10400390625;855;0;0;0;110
856;0.11083984375;0.82958984375;0.33837890625;0.11865234375;0.10400390625;856;0;0;0;110
857;0.11083984375;0.82958984375;0.33837890625;0.62744140625;0.09326171875;857;0;0;0;110
858;0.11083984375;0.13232421875;0.41552734375;0.11865234375;0.09326171875;858;0;0;0;110
859;0.01611328125;0.82958984375;0.41552734375;0.11865234375;0.09326171875;859;0;0;0;110
